juris_id,ecozone,canfi_species,genus,species,variety,a,b,volm,count,rmse
MB,8,3405,FRAX,PEN,NA,1.2663508461,0.8349461494,266.65,27,7.1023510819
MB,8,3500,SALI,SPP,NA,12.022479394,0.4964033797,153.57,7,34.866852334
MB,9,101,PICE,MAR,NA,0.472368699,0.9751504263,427.28065612,1296,2.7325440619
MB,9,105,PICE,GLA,NA,0.5101852775,0.9450569927,490.39794534,189,3.0736273505
MB,9,203,PINU,BAN,NA,0.4293326814,1.0063601642,331.65961719,879,2.8068840692
MB,9,209,PINU,RES,NA,0.4892971598,0.9752135921,386.363291,25,2.5993780439
MB,9,302,ABIE,BAL,NA,0.5811328589,0.9152198157,343.51965759,38,4.5030339309
MB,9,602,LARI,LAR,NA,0.4826456319,0.9319377206,481.98575458,221,2.4328727283
MB,9,701,THUJ,OCC,NA,0.6736991849,0.8436617173,499.73926084,108,6.0125053141
MB,9,801,JUNI,VIR,NA,0.6736991849,0.8436617173,499.73926084,108,6.0125053141
MB,9,1100,GENC,SPP,NA,0.472368699,0.9751504263,427.28065612,1296,2.7325440619
MB,9,1200,POPU,SPP,NA,0.521096337,0.9562017279,522.74682936,654,2.1911341655
MB,9,1201,POPU,TRE,NA,0.521096337,0.9562017279,522.74682936,654,2.1911341655
MB,9,1203,POPU,BAL,NA,0.521096337,0.9562017279,522.74682936,654,2.1911341655
MB,9,1203,POPU,BAL,BAL,0.521096337,0.9562017279,522.74682936,654,2.1911341655
MB,9,1205,POPU,DEL,NA,0.521096337,0.9562017279,522.74682936,654,2.1911341655
MB,9,1205,POPU,DEL,DEL,0.521096337,0.9562017279,522.74682936,654,2.1911341655
MB,9,1206,POPU,GRA,NA,0.521096337,0.9562017279,522.74682936,654,2.1911341655
MB,9,1303,BETU,PAP,NA,0.7467166727,0.9061964676,326.5658705,82,4.1441217915
MB,9,1303,BETU,PAP,PAP,0.7467166727,0.9061964676,326.5658705,82,4.1441217915
MB,9,1308,BETU,PAP,NEO,0.7467166727,0.9061964676,326.5658705,82,4.1441217915
MB,9,1404,ACER,NEG,NA,1.0534056907,0.8798041802,509.09,5790,11.017067109
MB,9,1500,GENH,SPP,NA,1.5118816767,0.8096994534,496.33000001,1479,12.632492979
MB,9,2104,QUER,MAC,NA,1.1567696134,0.8790258976,377.2,333,10.399218284
MB,9,2201,ULMU,AME,NA,1.4367501357,0.8088631882,168.27,36,4.4524357157
MB,9,3000,TILI,AME,NA,0.8042334875,0.8936597062,463.34,97,8.0214083967
MB,9,3400,FRAX,SPP,NA,0.6184074677,0.9633134436,381.68424821,176,2.932052388
MB,9,3401,FRAX,AME,NA,0.8824457887,0.9085517805,296.21,13,9.2674725493
MB,9,3402,FRAX,NIG,NA,1.2359261375,0.8164199508,384.37,222,6.5986271592
MB,9,3403,FRAX,PEN,NA,1.2359261375,0.8164199508,384.37,222,6.5986271592
MB,9,3500,SALI,SPP,NA,1.5118816767,0.8096994534,496.33000001,1479,12.632492979
MB,10,101,PICE,MAR,NA,0.682050994,0.9146739106,393.98583458,1182,3.5263130058
MB,10,105,PICE,GLA,NA,0.7111585661,0.8937615925,583.77717116,5,1.9772557813
MB,10,203,PINU,BAN,NA,0.4293326814,1.0063601642,331.65961719,879,2.8068840692
MB,10,209,PINU,RES,NA,0.4892971598,0.9752135921,386.363291,25,2.5993780439
MB,10,302,ABIE,BAL,NA,0.4981236869,0.9559699583,329.11027887,254,2.7456956453
MB,10,602,LARI,LAR,NA,0.5312601035,0.9283378078,450.39668281,349,4.4249184128
MB,10,701,THUJ,OCC,NA,0.6736991849,0.8436617173,499.73926084,108,6.0125053141
MB,10,801,JUNI,VIR,NA,0.6736991849,0.8436617173,499.73926084,108,6.0125053141
MB,10,1100,GENC,SPP,NA,0.682050994,0.9146739106,393.98583458,1182,3.5263130058
MB,10,1200,POPU,SPP,NA,0.521096337,0.9562017279,522.74682936,654,2.1911341655
MB,10,1201,POPU,TRE,NA,0.521096337,0.9562017279,522.74682936,654,2.1911341655
MB,10,1203,POPU,BAL,NA,0.521096337,0.9562017279,522.74682936,654,2.1911341655
MB,10,1203,POPU,BAL,BAL,0.521096337,0.9562017279,522.74682936,654,2.1911341655
MB,10,1205,POPU,DEL,NA,0.521096337,0.9562017279,522.74682936,654,2.1911341655
MB,10,1205,POPU,DEL,DEL,0.521096337,0.9562017279,522.74682936,654,2.1911341655
MB,10,1206,POPU,GRA,NA,0.521096337,0.9562017279,522.74682936,654,2.1911341655
MB,10,1303,BETU,PAP,NA,0.7467166727,0.9061964676,326.5658705,82,4.1441217915
MB,10,1303,BETU,PAP,PAP,0.7467166727,0.9061964676,326.5658705,82,4.1441217915
MB,10,1308,BETU,PAP,NEO,0.7467166727,0.9061964676,326.5658705,82,4.1441217915
MB,10,1404,ACER,NEG,NA,1.0534056907,0.8798041802,509.09,5790,11.017067109
MB,10,1500,GENH,SPP,NA,1.5118816767,0.8096994534,496.33000001,1479,12.632492979
MB,10,2104,QUER,MAC,NA,1.1567696134,0.8790258976,377.2,333,10.399218284
MB,10,2201,ULMU,AME,NA,1.4367501357,0.8088631882,168.27,36,4.4524357157
MB,10,3000,TILI,AME,NA,0.8042334875,0.8936597062,463.34,97,8.0214083967
MB,10,3400,FRAX,SPP,NA,0.6184074677,0.9633134436,381.68424821,176,2.932052388
MB,10,3401,FRAX,AME,NA,0.8824457887,0.9085517805,296.21,13,9.2674725493
MB,10,3402,FRAX,NIG,NA,1.2359261375,0.8164199508,384.37,222,6.5986271592
MB,10,3403,FRAX,PEN,NA,1.2359261375,0.8164199508,384.37,222,6.5986271592
MB,10,3500,SALI,SPP,NA,1.5118816767,0.8096994534,496.33000001,1479,12.632492979
MB,15,101,PICE,MAR,NA,0.682050994,0.9146739106,393.98583458,1182,3.5263130058
MB,15,103,PICE,ABI,NA,0.5365650291,0.9439164337,529.19418368,182,4.2573009332
MB,15,105,PICE,GLA,NA,0.5365650291,0.9439164337,529.19418368,182,4.2573009332
MB,15,203,PINU,BAN,NA,0.6533078272,0.9390321456,382.57584582,1154,3.300201441
MB,15,302,ABIE,BAL,NA,0.4981236869,0.9559699583,329.11027887,254,2.7456956453
MB,15,602,LARI,LAR,NA,0.5312601035,0.9283378078,450.39668281,349,4.4249184128
MB,15,1100,GENC,SPP,NA,0.682050994,0.9146739106,393.98583458,1182,3.5263130058
MB,15,1200,POPU,SPP,NA,0.5148368909,0.9618748231,703.92062662,625,2.5198544158
MB,15,1201,POPU,TRE,NA,0.5148368909,0.9618748231,703.92062662,625,2.5198544158
MB,15,1203,POPU,BAL,NA,0.5148368909,0.9618748231,703.92062662,625,2.5198544158
MB,15,1203,POPU,BAL,BAL,0.5148368909,0.9618748231,703.92062662,625,2.5198544158
MB,15,1206,POPU,GRA,NA,0.5148368909,0.9618748231,703.92062662,625,2.5198544158
MB,15,1303,BETU,PAP,NA,0.7467166727,0.9061964676,326.5658705,82,4.1441217915
MB,15,1303,BETU,PAP,PAP,0.7467166727,0.9061964676,326.5658705,82,4.1441217915
MB,15,1308,BETU,PAP,NEO,0.7467166727,0.9061964676,326.5658705,82,4.1441217915
NB,7,100,PICE,SPP,NA,0.6119301843,0.9219952107,290.03620628,360,7.2419423434
NB,7,101,PICE,MAR,NA,0.6397940173,0.9146132404,315.23335358,651,2.4622307016
NB,7,102,PICE,RUB,NA,0.6119301843,0.9219952107,290.03620628,360,7.2419423434
NB,7,103,PICE,ABI,NA,0.6961541121,0.8932026925,272.19010304,132,4.6457768116
NB,7,105,PICE,GLA,NA,0.6961541121,0.8932026925,272.19010304,132,4.6457768116
NB,7,107,PICE,MAR,RUB,0.6119301843,0.9219952107,290.03620628,360,7.2419423434
NB,7,108,PICE,RUB,GLA,0.6961541121,0.8932026925,272.19010304,132,4.6457768116
NB,7,200,PINU,SPP,NA,0.9094468556,0.8945025906,608.22312916,226,5.5987423694
NB,7,202,PINU,STR,NA,0.9515992685,0.8129366264,162.93233241,14,3.4060566629
NB,7,203,PINU,BAN,NA,0.9094468556,0.8945025906,608.22312916,226,5.5987423694
NB,7,209,PINU,RES,NA,0.7211380552,0.878863797,261.61663906,11,2.3430104315
NB,7,302,ABIE,BAL,NA,0.4071561478,1.0104804786,1001.1534439,643,6.2749784751
NB,7,401,TSUG,CAN,NA,1.2132143356,0.8321404706,421.96,106,10.882634612
NB,7,601,LARI,DEC,NA,0.5226707896,0.9665273802,197.30459186,11,3.444756302
NB,7,602,LARI,LAR,NA,0.5226707896,0.9665273802,197.30459186,11,3.444756302
NB,7,605,LARI,KAE,NA,0.5226707896,0.9665273802,197.30459186,11,3.444756302
NB,7,701,THUJ,OCC,NA,0.7852723386,0.8448169256,385.42209183,46,7.6089025451
NB,7,801,JUNI,VIR,NA,0.7852723386,0.8448169256,385.42209183,46,7.6089025451
NB,7,1100,GENC,SPP,NA,0.6961541121,0.8932026925,272.19010304,132,4.6457768116
NB,7,1150,UNKN,SPP,NA,0.6961541121,0.8932026925,272.19010304,132,4.6457768116
NB,7,1200,POPU,SPP,NA,0.2901939388,1.1137477245,1013.4041583,207,5.8063869492
NB,7,1201,POPU,TRE,NA,0.2901939388,1.1137477245,1013.4041583,207,5.8063869492
NB,7,1203,POPU,BAL,NA,1.8597812428,0.7207150298,266.38931766,6,6.2728382409
NB,7,1203,POPU,BAL,BAL,1.8597812428,0.7207150298,266.38931766,6,6.2728382409
NB,7,1206,POPU,GRA,NA,0.8341490475,0.8994713034,277.90861575,13,4.038015526
NB,7,1300,BETU,SPP,NA,0.4379629831,1.0566100484,1083.781035,115,5.3812047988
NB,7,1301,BETU,ALL,NA,1.0619918899,0.8835258572,239.0226654,53,6.6304888148
NB,7,1303,BETU,PAP,NA,0.4379629831,1.0566100484,1083.781035,115,5.3812047988
NB,7,1303,BETU,PAP,PAP,0.4379629831,1.0566100484,1083.781035,115,5.3812047988
NB,7,1304,BETU,POP,NA,0.4576370133,1.0642925226,79.762052862,6,1.9764493471
NB,7,1400,ACER,SPP,NA,0.4911431995,1.0254618225,1024.6580917000001,154,6.4032863543
NB,7,1401,ACER,SAH,NA,0.7414132575,0.9622656614,193.5175,150,6.224022875
NB,7,1405,ACER,RUB,NA,0.4911431995,1.0254618225,1024.6580917000001,154,6.4032863543
NB,7,1406,ACER,SAC,NA,0.8064914942,0.9607337047,553.62,2280,12.422267034
NB,7,1410,ACER,PEN,NA,0.6137307582,0.9842380737,138.78,12,5.8837325782
NB,7,1411,ACER,SPI,NA,0.6137307582,0.9842380737,138.78,12,5.8837325782
NB,7,1500,GENH,SPP,NA,1.1668378625,0.8808633345,162.00399205,49,6.7785128423
NB,7,1550,GENH,SPP,NA,1.1668378625,0.8808633345,162.00399205,49,6.7785128423
NB,7,1800,ALNU,SPP,NA,2.0543646468,0.7988471963,25.3,5,1.1914748023
NB,7,1803,ALNU,VIR,CRI,2.0543646468,0.7988471963,25.3,5,1.1914748023
NB,7,1805,ALNU,INC,RUG,2.0543646468,0.7988471963,25.3,5,1.1914748023
NB,7,1805,ALNU,INC,NA,2.0543646468,0.7988471963,25.3,5,1.1914748023
NB,7,1806,ALNU,RUG,NA,2.0543646468,0.7988471963,25.3,5,1.1914748023
NB,7,1900,OSTR,SPP,NA,1.055574683,0.9153209176,187.47999998,17,6.1012561211
NB,7,1900,OSTR,VIR,NA,1.055574683,0.9153209176,187.47999998,17,6.1012561211
NB,7,1950,CARP,CAR,NA,1.055574683,0.9153209176,187.47999998,17,6.1012561211
NB,7,1950,CARP,SPP,NA,1.055574683,0.9153209176,187.47999998,17,6.1012561211
NB,7,2000,FAGU,GRA,NA,1.199293693,0.8753651242,162.00399205,48,6.7617780259
NB,7,2108,QUER,RUB,NA,1.1567696134,0.8790258976,377.2,333,10.399218284
NB,7,2802,PRUN,PEN,NA,1.3234826005,0.819099142,91.42928756,1,0.3432620343
NB,7,3401,FRAX,AME,NA,0.5516978562,1.0190983712,312.36734152,17,7.3807450194
NB,7,3500,SALI,SPP,NA,2.5808107211,0.6333362899,56.87,28,4.6371484684
NB,7,3930,MALU,COR,NA,12.407734217,0.3916222016,67.8,12,25.919035318
NB,7,3930,MALU,FUS,NA,12.407734217,0.3916222016,67.8,12,25.919035318
NB,7,3930,MALU,SPP,NA,12.407734217,0.3916222016,67.8,12,25.919035318
NB,7,3960,SORB,SPP,NA,12.407734217,0.3916222016,67.8,12,25.919035318
NB,7,3961,SORB,AME,NA,12.407734217,0.3916222016,67.8,12,25.919035318
NL,1,100,PICE,SPP,NA,1.2160020033,0.8079067802,347.42407027,14,4.6093236353
NL,1,101,PICE,MAR,NA,0.7427358923,0.9130302215,240.78737062,98,2.6587585416
NL,1,105,PICE,GLA,NA,1.2160020033,0.8079067802,347.42407027,14,4.6093236353
NL,1,302,ABIE,BAL,NA,0.8131213813,0.8777063265,268.06000111,45,2.8587072033
NL,1,602,LARI,LAR,NA,1.1017722463,0.8349387243,263.15999999,288,5.3460740624
NL,1,605,LARI,KAE,NA,1.1017722463,0.8349387243,263.15999999,288,5.3460740624
NL,1,1100,GENC,SPP,NA,1.2160020033,0.8079067802,347.42407027,14,4.6093236353
NL,1,1150,UNKN,SPP,NA,1.2160020033,0.8079067802,347.42407027,14,4.6093236353
NL,1,1303,BETU,PAP,NA,1.0646703724,0.8717131287,235.08115241,20,3.9906904873
NL,1,1303,BETU,PAP,PAP,1.0646703724,0.8717131287,235.08115241,20,3.9906904873
NL,5,100,PICE,SPP,NA,1.2160020033,0.8079067802,347.42407027,14,4.6093236353
NL,5,101,PICE,MAR,NA,0.7427358923,0.9130302215,240.78737062,98,2.6587585416
NL,5,105,PICE,GLA,NA,1.2160020033,0.8079067802,347.42407027,14,4.6093236353
NL,5,202,PINU,STR,NA,1.0174662558,0.8299513778,835.86000001,1177,11.545288569
NL,5,203,PINU,BAN,NA,1.4816296067,0.768228844,395.44999999,3708,5.5864130648
NL,5,302,ABIE,BAL,NA,0.8131213813,0.8777063265,268.06000111,45,2.8587072033
NL,5,602,LARI,LAR,NA,1.1017722463,0.8349387243,263.15999999,288,5.3460740624
NL,5,605,LARI,KAE,NA,1.1017722463,0.8349387243,263.15999999,288,5.3460740624
NL,5,1100,GENC,SPP,NA,1.2160020033,0.8079067802,347.42407027,14,4.6093236353
NL,5,1150,UNKN,SPP,NA,1.2160020033,0.8079067802,347.42407027,14,4.6093236353
NL,5,1200,POPU,SPP,NA,1.1178542719,0.8214715605,576.63000001,5489,7.8149484686
NL,5,1201,POPU,TRE,NA,1.1178542719,0.8214715605,576.63000001,5489,7.8149484686
NL,5,1203,POPU,BAL,BAL,0.9665524206,0.8666119625,620.17999999,159,8.3325115545
NL,5,1203,POPU,BAL,NA,0.9665524206,0.8666119625,620.17999999,159,8.3325115545
NL,5,1301,BETU,ALL,NA,1.0607760422,0.8559550234,425.88,3493,9.75489794
NL,5,1303,BETU,PAP,NA,1.0646703724,0.8717131287,235.08115241,20,3.9906904873
NL,5,1303,BETU,PAP,PAP,1.0646703724,0.8717131287,235.08115241,20,3.9906904873
NL,5,1400,ACER,SPP,NA,1.2059298603,0.8360910144,362.28,1905,8.7886047573
NL,5,1405,ACER,RUB,NA,1.2059298603,0.8360910144,362.28,1905,8.7886047573
NL,5,1500,GENH,SPP,NA,1.5118816767,0.8096994534,496.33000001,1479,12.632492979
NL,5,1800,ALNU,SPP,NA,2.0543646468,0.7988471963,25.3,5,1.1914748023
NL,6,100,PICE,SPP,NA,1.2160020033,0.8079067802,347.42407027,14,4.6093236353
NL,6,101,PICE,MAR,NA,0.8046253735,0.8935088316,315.39471031,408,3.3491424135
NL,6,105,PICE,GLA,NA,1.2160020033,0.8079067802,347.42407027,14,4.6093236353
NL,6,202,PINU,STR,NA,1.0174662558,0.8299513778,835.86000001,1177,11.545288569
NL,6,203,PINU,BAN,NA,1.4816296067,0.768228844,395.44999999,3708,5.5864130648
NL,6,209,PINU,RES,NA,0.9764529586,0.850569547,506.80000001,171,12.602191357
NL,6,302,ABIE,BAL,NA,0.7651569909,0.8842324792,332.5770705,486,5.9607860282
NL,6,602,LARI,LAR,NA,1.1017722463,0.8349387243,263.15999999,288,5.3460740624
NL,6,605,LARI,KAE,NA,1.1017722463,0.8349387243,263.15999999,288,5.3460740624
NL,6,1100,GENC,SPP,NA,1.2160020033,0.8079067802,347.42407027,14,4.6093236353
NL,6,1150,UNKN,SPP,NA,1.2160020033,0.8079067802,347.42407027,14,4.6093236353
NL,6,1200,POPU,SPP,NA,1.1178542719,0.8214715605,576.63000001,5489,7.8149484686
NL,6,1201,POPU,TRE,NA,1.1178542719,0.8214715605,576.63000001,5489,7.8149484686
NL,6,1203,POPU,BAL,NA,0.9665524206,0.8666119625,620.17999999,159,8.3325115545
NL,6,1203,POPU,BAL,BAL,0.9665524206,0.8666119625,620.17999999,159,8.3325115545
NL,6,1301,BETU,ALL,NA,1.0607760422,0.8559550234,425.88,3493,9.75489794
NL,6,1303,BETU,PAP,NA,1.0646703724,0.8717131287,235.08115241,20,3.9906904873
NL,6,1303,BETU,PAP,PAP,1.0646703724,0.8717131287,235.08115241,20,3.9906904873
NL,6,1400,ACER,SPP,NA,1.2059298603,0.8360910144,362.28,1905,8.7886047573
NL,6,1405,ACER,RUB,NA,1.2059298603,0.8360910144,362.28,1905,8.7886047573
NL,6,1500,GENH,SPP,NA,1.5118816767,0.8096994534,496.33000001,1479,12.632492979
NL,6,1800,ALNU,SPP,NA,2.0543646468,0.7988471963,25.3,5,1.1914748023
NL,6,1803,ALNU,VIR,CRI,2.0543646468,0.7988471963,25.3,5,1.1914748023
NL,6,1804,ALNU,INC,TEN,2.0543646468,0.7988471963,25.3,5,1.1914748023
NL,6,1804,ALNU,INC,NA,2.0543646468,0.7988471963,25.3,5,1.1914748023
NL,6,1805,ALNU,INC,RUG,2.0543646468,0.7988471963,25.3,5,1.1914748023
NL,6,1805,ALNU,INC,NA,2.0543646468,0.7988471963,25.3,5,1.1914748023
NL,6,3500,SALI,SPP,NA,2.9099567653,0.6488529937,121.39,111,5.7221503528
NL,7,1410,ACER,PEN,NA,0.6137307582,0.9842380737,138.78,12,5.8837325782
NL,7,1411,ACER,SPI,NA,0.6137307582,0.9842380737,138.78,12,5.8837325782
NL,7,1800,ALNU,SPP,NA,2.0543646468,0.7988471963,25.3,5,1.1914748023
NL,7,1805,ALNU,INC,RUG,2.0543646468,0.7988471963,25.3,5,1.1914748023
NL,7,1805,ALNU,INC,NA,2.0543646468,0.7988471963,25.3,5,1.1914748023
NL,7,1900,OSTR,SPP,NA,1.055574683,0.9153209176,187.47999998,17,6.1012561211
NL,7,1900,OSTR,VIR,NA,1.055574683,0.9153209176,187.47999998,17,6.1012561211
NL,7,1950,CARP,CAR,NA,1.055574683,0.9153209176,187.47999998,17,6.1012561211
NL,7,1950,CARP,SPP,NA,1.055574683,0.9153209176,187.47999998,17,6.1012561211
NS,7,100,PICE,SPP,NA,0.495504126,0.9743627301,517.64980889,229,7.2718700161
NS,7,101,PICE,MAR,NA,0.47931028,0.9855155275,278.46548872,304,2.3149597597
NS,7,102,PICE,RUB,NA,0.4234227087,1.0005833592,694.41260125,572,9.0773351126
NS,7,103,PICE,ABI,NA,3.0793067113,0.7106464979,125.3445359,6,5.1267518035
NS,7,105,PICE,GLA,NA,0.495504126,0.9743627301,517.64980889,229,7.2718700161
NS,7,106,PICE,SIT,NA,0.495504126,0.9743627301,517.64980889,229,7.2718700161
NS,7,106,PICE,SIT,X,0.495504126,0.9743627301,517.64980889,229,7.2718700161
NS,7,107,PICE,MAR,RUB,0.4234227087,1.0005833592,694.41260125,572,9.0773351126
NS,7,202,PINU,STR,NA,0.5877197124,0.923182142,827.38487563,175,12.567346925
NS,7,203,PINU,BAN,NA,1.5091407456000001,0.7537398413,253.36913591,7,4.3204379326
NS,7,209,PINU,RES,NA,0.8171604158,0.8510820456,580.26065529,16,4.2999380928
NS,7,211,PINU,SYL,NA,0.8171604158,0.8510820456,580.26065529,16,4.2999380928
NS,7,302,ABIE,BAL,NA,0.3972087551,1.0223483356,508.21936483,821,6.4706279038
NS,7,401,TSUG,CAN,NA,0.6205361922,0.9420020461,1061.8501979,52,14.08886924
NS,7,601,LARI,DEC,NA,0.4598049193,0.9951594141,300.57834209,54,4.3148166464
NS,7,602,LARI,LAR,NA,0.4598049193,0.9951594141,300.57834209,54,4.3148166464
NS,7,701,THUJ,OCC,NA,0.4825915929,0.9487224542,263.22275268,21,5.664630074
NS,7,801,JUNI,VIR,NA,0.4825915929,0.9487224542,263.22275268,21,5.664630074
NS,7,1100,GENC,SPP,NA,0.5176883911,0.9531142178,1061.8501979,1649,5.7140706586
NS,7,1150,UNKN,SPP,NA,0.5176883911,0.9531142178,1061.8501979,1649,5.7140706586
NS,7,1200,POPU,SPP,NA,0.519923155,0.9801354897,365.59928498,57,6.7063255805
NS,7,1201,POPU,TRE,NA,0.519923155,0.9801354897,365.59928498,57,6.7063255805
NS,7,1203,POPU,BAL,NA,0.519923155,0.9801354897,365.59928498,57,6.7063255805
NS,7,1203,POPU,BAL,BAL,0.519923155,0.9801354897,365.59928498,57,6.7063255805
NS,7,1206,POPU,GRA,NA,0.430170962,1.0198833613,501.68845707,28,6.4043800455
NS,7,1300,BETU,SPP,NA,0.6067305834,0.987143614,574.22245674,99,5.7142951198
NS,7,1301,BETU,ALL,NA,0.4938561364,1.0499315219,534.84901215,121,10.852915282
NS,7,1303,BETU,PAP,NA,0.6067305834,0.987143614,574.22245674,99,5.7142951198
NS,7,1303,BETU,PAP,PAP,0.6067305834,0.987143614,574.22245674,99,5.7142951198
NS,7,1304,BETU,POP,NA,0.7914030688,0.9157598894,100.49400418,8,1.1888733894
NS,7,1400,ACER,SPP,NA,0.5117567535,1.0184594853,566.03594955,500,9.2187502996
NS,7,1401,ACER,SAH,NA,0.6706317969,1.0047010277,397.85189756,122,11.848335121
NS,7,1405,ACER,RUB,NA,0.5117567535,1.0184594853,566.03594955,500,9.2187502996
NS,7,1406,ACER,SAC,NA,0.8064914942,0.9607337047,553.62,2280,12.422267034
NS,7,1410,ACER,PEN,NA,0.6137307582,0.9842380737,138.78,12,5.8837325782
NS,7,1411,ACER,SPI,NA,0.6137307582,0.9842380737,138.78,12,5.8837325782
NS,7,1500,GENH,SPP,NA,0.4595963965,1.0602478726,652.1126556,88,11.090751339
NS,7,1550,GENH,SPP,NA,0.4595963965,1.0602478726,652.1126556,88,11.090751339
NS,7,1800,ALNU,SPP,NA,2.0543646468,0.7988471963,25.3,5,1.1914748023
NS,7,1803,ALNU,VIR,CRI,2.0543646468,0.7988471963,25.3,5,1.1914748023
NS,7,1805,ALNU,INC,RUG,2.0543646468,0.7988471963,25.3,5,1.1914748023
NS,7,1805,ALNU,INC,NA,2.0543646468,0.7988471963,25.3,5,1.1914748023
NS,7,1900,OSTR,SPP,NA,1.055574683,0.9153209176,187.47999998,17,6.1012561211
NS,7,1900,OSTR,VIR,NA,1.055574683,0.9153209176,187.47999998,17,6.1012561211
NS,7,1950,CARP,CAR,NA,1.055574683,0.9153209176,187.47999998,17,6.1012561211
NS,7,1950,CARP,SPP,NA,1.055574683,0.9153209176,187.47999998,17,6.1012561211
NS,7,2000,FAGU,GRA,NA,0.5637106319,1.0291818194,652.1126556,41,10.171127792
NS,7,2100,QUER,SPP,NA,0.7232067059,0.9465735846,305.71807273,27,6.7200274107
NS,7,2108,QUER,RUB,NA,0.7232067059,0.9465735846,305.71807273,27,6.7200274107
NS,7,2201,ULMU,AME,NA,0.7970288764,0.9365121025,310.61805801,5,1.9842573101
NS,7,2801,PRUN,SER,NA,1.7526572098,0.68744461589999994,178.5619027,2,6.2168423556
NS,7,2802,PRUN,PEN,NA,2.6111397839,0.7367414626,119.20999999,103,6.378196233
NS,7,2804,PRUN,VIR,NA,0.4179769214,1.0618758889,32.213286437,1,0.3305939679
NS,7,2804,PRUN,VIR,VIR,0.4179769214,1.0618758889,32.213286437,1,0.3305939679
NS,7,3400,FRAX,SPP,NA,0.5516978562,1.0190983712,312.36734152,17,7.3807450194
NS,7,3401,FRAX,AME,NA,0.5516978562,1.0190983712,312.36734152,17,7.3807450194
NS,7,3402,FRAX,NIG,NA,0.5516978562,1.0190983712,312.36734152,17,7.3807450194
NS,7,3930,MALU,COR,NA,12.407734217,0.3916222016,67.8,12,25.919035318
NS,7,3930,MALU,FUS,NA,12.407734217,0.3916222016,67.8,12,25.919035318
NS,7,3930,MALU,SPP,NA,12.407734217,0.3916222016,67.8,12,25.919035318
NS,7,3960,SORB,SPP,NA,12.407734217,0.3916222016,67.8,12,25.919035318
NT,2,100,PICE,SPP,NA,0.5267226111,0.9712336713,376.09978201,119,3.3117894288
NT,2,101,PICE,MAR,NA,0.5611746025,0.9735269822,151.7390865,20,2.5408490509
NT,2,105,PICE,GLA,NA,0.5267226111,0.9712336713,376.09978201,119,3.3117894288
NT,2,203,PINU,BAN,NA,0.49353934,0.9945612795,252.97088758,82,1.5420355791
NT,2,204,PINU,CON,NA,0.49353934,0.9945612795,252.97088758,82,1.5420355791
NT,2,204,PINU,CON,LAT,0.49353934,0.9945612795,252.97088758,82,1.5420355791
NT,3,100,PICE,SPP,NA,0.5267226111,0.9712336713,376.09978201,119,3.3117894288
NT,3,101,PICE,MAR,NA,0.5611746025,0.9735269822,151.7390865,20,2.5408490509
NT,3,105,PICE,GLA,NA,0.5267226111,0.9712336713,376.09978201,119,3.3117894288
NT,3,203,PINU,BAN,NA,0.49353934,0.9945612795,252.97088758,82,1.5420355791
NT,3,204,PINU,CON,NA,0.49353934,0.9945612795,252.97088758,82,1.5420355791
NT,3,204,PINU,CON,LAT,0.49353934,0.9945612795,252.97088758,82,1.5420355791
NT,3,300,ABIE,SPP,NA,0.3926970989,0.9971157398,423.80330269,38,5.108902116
NT,3,304,ABIE,LAS,NA,0.5436890499,0.9656353157,376.09978201,139,3.2971442916
NT,3,602,LARI,LAR,NA,0.49353934,0.9945612795,252.97088758,82,1.5420355791
NT,3,1201,POPU,TRE,NA,0.5446602212,0.9876235213,203.62184609,19,1.9783416413
NT,3,1203,POPU,BAL,NA,0.5446602212,0.9876235213,203.62184609,19,1.9783416413
NT,3,1203,POPU,BAL,BAL,0.5446602212,0.9876235213,203.62184609,19,1.9783416413
NT,3,1300,BETU,SPP,NA,0.7431254378,0.9229018437,217.08427507,4,2.9435375583
NT,3,1303,BETU,PAP,NA,0.5446602212,0.9876235213,203.62184609,19,1.9783416413
NT,3,1303,BETU,PAP,PAP,0.5446602212,0.9876235213,203.62184609,19,1.9783416413
NT,3,1308,BETU,PAP,NEO,0.5446602212,0.9876235213,203.62184609,19,1.9783416413
NT,4,100,PICE,SPP,NA,0.5796514984,0.9378860789,435.9225,28,3.1073253638
NT,4,101,PICE,MAR,NA,0.650391113,0.9623315058,72.8675,31,0.5874900189
NT,4,105,PICE,GLA,NA,0.5796514984,0.9378860789,435.9225,28,3.1073253638
NT,4,203,PINU,BAN,NA,0.9091153658,0.8381818758,35.0175,3,0.4833309969
NT,4,204,PINU,CON,NA,1.2162377304,0.8232616768,322.9076603,9,2.2056540778
NT,4,204,PINU,CON,LAT,1.2162377304,0.8232616768,322.9076603,9,2.2056540778
NT,4,216,PINU,MUR,NA,1.2162377304,0.8232616768,322.9076603,9,2.2056540778
NT,4,300,ABIE,SPP,NA,0.3926970989,0.9971157398,423.80330269,38,5.108902116
NT,4,302,ABIE,BAL,NA,0.3926970989,0.9971157398,423.80330269,38,5.108902116
NT,4,304,ABIE,LAS,NA,0.3926970989,0.9971157398,423.80330269,38,5.108902116
NT,4,500,PSEU,MEN,NA,0.7389661523,0.9152583915,477.87548132,9,13.600887379
NT,4,500,PSEU,MEN,MEN,0.7389661523,0.9152583915,477.87548132,9,13.600887379
