juris_id,ecozone,canfi_species,genus,species,variety,a,b,k,cap,volm,count,rmse
NT,5,500,PSEU,SPP,NA,4.6939618767,-0.624615236,0.8207506994,1.1935257787,477.87548132,12,0.0252206422
NT,5,601,LARI,DEC,NA,2.4231023081,-0.527469778,0.9455645849,2.0186454098,199.53544906,8,0.0573144306
NT,5,602,LARI,LAR,NA,2.4231023081,-0.527469778,0.9455645849,2.0186454098,199.53544906,8,0.0573144306
NT,5,1200,POPU,SPP,NA,8.7372930301,-0.662743733,0.7158536827,4.1107421991,802.89670489,33,0.0842272209
NT,5,1201,POPU,TRE,NA,8.7372930301,-0.662743733,0.7158536827,4.1107421991,802.89670489,33,0.0842272209
NT,5,1203,POPU,BAL,NA,1.6864362939,-0.104293488,1e-8,1.5402607704,504.07910798,24,0.1176998073
NT,5,1203,POPU,BAL,BAL,1.6864362939,-0.104293488,1e-8,1.5402607704,504.07910798,24,0.1176998073
NT,5,1301,BETU,ALL,NA,24.782425941,-0.778651784,0.2688077901,2.9193162287,217.08427507,6,0.2030558509
NT,5,1303,BETU,PAP,NA,24.782425941,-0.778651784,0.2688077901,2.9193162287,217.08427507,6,0.2030558509
NT,5,1303,BETU,PAP,PAP,24.782425941,-0.778651784,0.2688077901,2.9193162287,217.08427507,6,0.2030558509
NT,5,1305,BETU,ALA,NA,24.782425941,-0.778651784,0.2688077901,2.9193162287,217.08427507,6,0.2030558509
NT,5,1305,BETU,NEO,NA,24.782425941,-0.778651784,0.2688077901,2.9193162287,217.08427507,6,0.2030558509
NT,9,100,PICE,SPP,NA,1.2877105535,-0.042899264,1e-8,1.228879116,658.35024885,32,0.05123424079999999
NT,9,101,PICE,MAR,NA,11.657793836,-0.493473745,0.0607439165,5.2418972533,392.98012476,20,0.0730047875
NT,9,104,PICE,ENG,NA,1.2379278978,-0.032741871,1e-8,1.0912938108,344.45976567,11,0.01259299449999999
NT,9,104,PICE,ENG,GLA,1.2379278978,-0.032741871,1e-8,1.0912938108,344.45976567,11,0.01259299449999999
NT,9,105,PICE,GLA,NA,1.2877105535,-0.042899264,1e-8,1.228879116,658.35024885,32,0.05123424079999999
NT,9,109,PICE,SPP,NA,1.2877105535,-0.042899264,1e-8,1.228879116,658.35024885,32,0.05123424079999999
NT,9,203,PINU,BAN,NA,14.508758905,-1.043240677,0.9305086259,4.548556252,228.61569283,12,0.0538285134
NT,9,204,PINU,CON,NA,24.127518384,-0.822585886,0.6795653135,7.7179642721,643.08305851,33,0.0808013776
NT,9,204,PINU,CON,LAT,24.127518384,-0.822585886,0.6795653135,7.7179642721,643.08305851,33,0.0808013776
NT,9,216,PINU,MUR,NA,23.180830851,-0.855144261,0.7492695982,7.3114374716,643.08305851,33,0.05654215929999999
NT,9,300,ABIE,SPP,NA,1.3500229781,-0.057247049,1e-8,1.2868662935,423.80330269,19,0.0760513066
NT,9,302,ABIE,BAL,NA,1.3500229781,-0.057247049,1e-8,1.2868662935,423.80330269,19,0.0760513066
NT,9,304,ABIE,LAS,NA,1.3500229781,-0.057247049,1e-8,1.2868662935,423.80330269,19,0.0760513066
NT,9,305,ABIE,MX2,NA,1.3500229781,-0.057247049,1e-8,1.2868662935,423.80330269,19,0.0760513066
NT,9,306,ABIE,MIX,NA,1.3500229781,-0.057247049,1e-8,1.2868662935,423.80330269,19,0.0760513066
NT,9,500,PSEU,MEN,NA,4.6939618767,-0.624615236,0.8207506994,1.1935257787,477.87548132,12,0.0252206422
NT,9,500,PSEU,MEN,MEN,4.6939618767,-0.624615236,0.8207506994,1.1935257787,477.87548132,12,0.0252206422
NT,9,500,PSEU,MEN,GLA,4.6939618767,-0.624615236,0.8207506994,1.1935257787,477.87548132,12,0.0252206422
NT,9,500,PSEU,SPP,NA,4.6939618767,-0.624615236,0.8207506994,1.1935257787,477.87548132,12,0.0252206422
NT,9,600,LARI,SPP,NA,2.4231023081,-0.527469778,0.9455645849,2.0186454098,199.53544906,8,0.0573144306
NT,9,601,LARI,DEC,NA,2.4231023081,-0.527469778,0.9455645849,2.0186454098,199.53544906,8,0.0573144306
NT,9,602,LARI,LAR,NA,2.4231023081,-0.527469778,0.9455645849,2.0186454098,199.53544906,8,0.0573144306
NT,9,604,LARI,LYA,NA,2.4231023081,-0.527469778,0.9455645849,2.0186454098,199.53544906,8,0.0573144306
NT,9,1150,UNKN,SPP,NA,15.285302617,-0.725116796,0.6564656383,5.6783869873,658.35024885,33,0.077327055
NT,9,1200,POPU,SPP,NA,8.7372930301,-0.662743733,0.7158536827,4.1107421991,802.89670489,33,0.0842272209
NT,9,1201,POPU,TRE,NA,8.7372930301,-0.662743733,0.7158536827,4.1107421991,802.89670489,33,0.0842272209
NT,9,1203,POPU,BAL,BAL,1.6864362939,-0.104293488,1e-8,1.5402607704,504.07910798,24,0.1176998073
NT,9,1203,POPU,BAL,NA,1.6864362939,-0.104293488,1e-8,1.5402607704,504.07910798,24,0.1176998073
NT,9,1301,BETU,ALL,NA,24.782425941,-0.778651784,0.2688077901,2.9193162287,217.08427507,6,0.2030558509
NT,9,1303,BETU,PAP,NA,24.782425941,-0.778651784,0.2688077901,2.9193162287,217.08427507,6,0.2030558509
NT,9,1303,BETU,PAP,PAP,24.782425941,-0.778651784,0.2688077901,2.9193162287,217.08427507,6,0.2030558509
NT,9,1305,BETU,ALA,NA,24.782425941,-0.778651784,0.2688077901,2.9193162287,217.08427507,6,0.2030558509
NT,9,1305,BETU,NEO,NA,24.782425941,-0.778651784,0.2688077901,2.9193162287,217.08427507,6,0.2030558509
NT,9,1404,ACER,NEG,NA,24.782425941,-0.778651784,0.2688077901,2.9193162287,217.08427507,6,0.2030558509
NT,9,1500,GENH,SPP,NA,24.782425941,-0.778651784,0.2688077901,2.9193162287,217.08427507,6,0.2030558509
NT,9,1550,GENH,SPP,NA,24.782425941,-0.778651784,0.2688077901,2.9193162287,217.08427507,6,0.2030558509
NT,11,100,PICE,SPP,NA,5.7092254198,-0.666299133,0.8236655346,2.6601100548,376.09978201,16,0.04663834979999999
NT,11,101,PICE,MAR,NA,16.717155761,-0.656817754,0.1705976554,6.8287655596,151.7390865,5,0.2358992129
NT,11,105,PICE,GLA,NA,5.7092254198,-0.666299133,0.8236655346,2.6601100548,376.09978201,16,0.04663834979999999
NT,11,203,PINU,BAN,NA,67.914102775999993,-1.469630817,1.1576922615,7.8539257907,252.97088758,12,0.2603607563
NT,11,204,PINU,CON,NA,67.914102775999993,-1.469630817,1.1576922615,7.8539257907,252.97088758,12,0.2603607563
NT,11,204,PINU,CON,LAT,67.914102775999993,-1.469630817,1.1576922615,7.8539257907,252.97088758,12,0.2603607563
NT,11,300,ABIE,SPP,NA,15.807719094,-0.992030314,0.9247438568,4.2284485573,376.09978201,16,0.0472828356
NT,11,304,ABIE,LAS,NA,15.807719094,-0.992030314,0.9247438568,4.2284485573,376.09978201,16,0.0472828356
NT,11,602,LARI,LAR,NA,67.914102775999993,-1.469630817,1.1576922615,7.8539257907,252.97088758,12,0.2603607563
NT,11,1201,POPU,TRE,NA,27.165169396,-1.110623866,0.9651039663,5.9898271853,203.62184609,9,0.271919466
NT,11,1203,POPU,BAL,NA,27.165169396,-1.110623866,0.9651039663,5.9898271853,203.62184609,9,0.271919466
NT,11,1203,POPU,BAL,BAL,27.165169396,-1.110623866,0.9651039663,5.9898271853,203.62184609,9,0.271919466
NT,11,1303,BETU,PAP,NA,27.165169396,-1.110623866,0.9651039663,5.9898271853,203.62184609,9,0.271919466
NT,11,1303,BETU,PAP,PAP,27.165169396,-1.110623866,0.9651039663,5.9898271853,203.62184609,9,0.271919466
NT,11,1308,BETU,PAP,NEO,27.165169396,-1.110623866,0.9651039663,5.9898271853,203.62184609,9,0.271919466
NT,12,100,PICE,SPP,NA,5.7092254198,-0.666299133,0.8236655346,2.6601100548,376.09978201,16,0.04663834979999999
NT,12,101,PICE,MAR,NA,16.717155761,-0.656817754,0.1705976554,6.8287655596,151.7390865,5,0.2358992129
NT,12,105,PICE,GLA,NA,5.7092254198,-0.666299133,0.8236655346,2.6601100548,376.09978201,16,0.04663834979999999
NT,12,203,PINU,BAN,NA,67.914102775999993,-1.469630817,1.1576922615,7.8539257907,252.97088758,12,0.2603607563
NT,12,204,PINU,CON,NA,67.914102775999993,-1.469630817,1.1576922615,7.8539257907,252.97088758,12,0.2603607563
NT,12,204,PINU,CON,LAT,67.914102775999993,-1.469630817,1.1576922615,7.8539257907,252.97088758,12,0.2603607563
NT,12,300,ABIE,SPP,NA,15.807719094,-0.992030314,0.9247438568,4.2284485573,376.09978201,16,0.0472828356
NT,12,304,ABIE,LAS,NA,15.807719094,-0.992030314,0.9247438568,4.2284485573,376.09978201,16,0.0472828356
NT,12,602,LARI,LAR,NA,67.914102775999993,-1.469630817,1.1576922615,7.8539257907,252.97088758,12,0.2603607563
NT,12,1200,POPU,SPP,NA,27.165169396,-1.110623866,0.9651039663,5.9898271853,203.62184609,9,0.271919466
NT,12,1201,POPU,TRE,NA,27.165169396,-1.110623866,0.9651039663,5.9898271853,203.62184609,9,0.271919466
NT,12,1203,POPU,BAL,NA,27.165169396,-1.110623866,0.9651039663,5.9898271853,203.62184609,9,0.271919466
NT,12,1203,POPU,BAL,BAL,27.165169396,-1.110623866,0.9651039663,5.9898271853,203.62184609,9,0.271919466
NT,12,1303,BETU,PAP,NA,27.165169396,-1.110623866,0.9651039663,5.9898271853,203.62184609,9,0.271919466
NT,12,1303,BETU,PAP,PAP,27.165169396,-1.110623866,0.9651039663,5.9898271853,203.62184609,9,0.271919466
NT,12,1308,BETU,PAP,NEO,27.165169396,-1.110623866,0.9651039663,5.9898271853,203.62184609,9,0.271919466
NU,1,101,PICE,MAR,NA,7.7779626965,-1.005501363,0.963202186,2.4177993671,147.47,7,0.0290548417
NU,1,105,PICE,GLA,NA,10.36039556,-1.09694671,0.9656617226,2.5351777779,366.94,19,0.0155334289
NU,1,107,PICE,MAR,RUB,7.7779626965,-1.005501363,0.963202186,2.4177993671,147.47,7,0.0290548417
NU,1,302,ABIE,BAL,NA,11.935657677,-0.953223731,0.887781587,2.4146079989,411.81,20,0.0208038304
NU,1,602,LARI,LAR,NA,11.414512364,-1.082622843,0.9956084436,2.3292385952,263.15999999,14,0.0311715176
NU,1,1201,POPU,TRE,NA,13.039099812,-1.070677997,0.9522933699,2.5253923647,576.63000001,28,0.0141719915
NU,1,1203,POPU,BAL,NA,6.2892366601,-0.824262186,0.9098952289,2.5862667262,511.56000001,21,0.0530067803
NU,1,1203,POPU,BAL,BAL,6.2892366601,-0.824262186,0.9098952289,2.5862667262,511.56000001,21,0.0530067803
NU,1,1303,BETU,PAP,NA,10.955670137,-1.036741381,0.944493411,2.1932308869,423.37,20,0.0140699221
NU,1,1303,BETU,PAP,PAP,10.955670137,-1.036741381,0.944493411,2.1932308869,423.37,20,0.0140699221
NU,2,101,PICE,MAR,NA,7.7779626965,-1.005501363,0.963202186,2.4177993671,147.47,7,0.0290548417
NU,2,105,PICE,GLA,NA,10.36039556,-1.09694671,0.9656617226,2.5351777779,366.94,19,0.0155334289
NU,2,107,PICE,MAR,RUB,7.7779626965,-1.005501363,0.963202186,2.4177993671,147.47,7,0.0290548417
NU,2,302,ABIE,BAL,NA,11.935657677,-0.953223731,0.887781587,2.4146079989,411.81,20,0.0208038304
NU,2,602,LARI,LAR,NA,11.414512364,-1.082622843,0.9956084436,2.3292385952,263.15999999,14,0.0311715176
NU,2,1201,POPU,TRE,NA,13.039099812,-1.070677997,0.9522933699,2.5253923647,576.63000001,28,0.0141719915
NU,2,1203,POPU,BAL,NA,6.2892366601,-0.824262186,0.9098952289,2.5862667262,511.56000001,21,0.0530067803
NU,2,1203,POPU,BAL,BAL,6.2892366601,-0.824262186,0.9098952289,2.5862667262,511.56000001,21,0.0530067803
NU,2,1303,BETU,PAP,NA,10.955670137,-1.036741381,0.944493411,2.1932308869,423.37,20,0.0140699221
NU,2,1303,BETU,PAP,PAP,10.955670137,-1.036741381,0.944493411,2.1932308869,423.37,20,0.0140699221
NU,3,101,PICE,MAR,NA,7.7779626965,-1.005501363,0.963202186,2.4177993671,147.47,7,0.0290548417
NU,3,105,PICE,GLA,NA,10.36039556,-1.09694671,0.9656617226,2.5351777779,366.94,19,0.0155334289
NU,3,107,PICE,MAR,RUB,7.7779626965,-1.005501363,0.963202186,2.4177993671,147.47,7,0.0290548417
NU,3,302,ABIE,BAL,NA,11.935657677,-0.953223731,0.887781587,2.4146079989,411.81,20,0.0208038304
NU,3,602,LARI,LAR,NA,11.414512364,-1.082622843,0.9956084436,2.3292385952,263.15999999,14,0.0311715176
NU,3,1201,POPU,TRE,NA,13.039099812,-1.070677997,0.9522933699,2.5253923647,576.63000001,28,0.0141719915
NU,3,1203,POPU,BAL,NA,6.2892366601,-0.824262186,0.9098952289,2.5862667262,511.56000001,21,0.0530067803
NU,3,1203,POPU,BAL,BAL,6.2892366601,-0.824262186,0.9098952289,2.5862667262,511.56000001,21,0.0530067803
NU,3,1303,BETU,PAP,NA,10.955670137,-1.036741381,0.944493411,2.1932308869,423.37,20,0.0140699221
NU,3,1303,BETU,PAP,PAP,10.955670137,-1.036741381,0.944493411,2.1932308869,423.37,20,0.0140699221
NU,5,101,PICE,MAR,NA,7.7779626965,-1.005501363,0.963202186,2.4177993671,147.47,7,0.0290548417
NU,5,105,PICE,GLA,NA,10.36039556,-1.09694671,0.9656617226,2.5351777779,366.94,19,0.0155334289
NU,5,107,PICE,MAR,RUB,7.7779626965,-1.005501363,0.963202186,2.4177993671,147.47,7,0.0290548417
NU,5,202,PINU,STR,NA,6.1983159179,-0.882168771,0.9485279819,2.1141992018,835.86000001,32,0.0251165413
NU,5,203,PINU,BAN,NA,8.5963599236,-0.986830116,0.9512359724,2.0927720412,395.44999999,20,0.0178331798
NU,5,209,PINU,RES,NA,2.3721416286,-0.588264752,0.8949274101,1.5784796454,506.80000001,23,0.028281455
NU,5,302,ABIE,BAL,NA,11.935657677,-0.953223731,0.887781587,2.4146079989,411.81,20,0.0208038304
NU,5,401,TSUG,CAN,NA,4.1475541829,-0.760460675,0.9250061602,2.0339908292,577.77,27,0.0203063259
NU,5,602,LARI,LAR,NA,11.414512364,-1.082622843,0.9956084436,2.3292385952,263.15999999,14,0.0311715176
NU,5,701,THUJ,OCC,NA,2.3651243838,-0.414612149,0.6888511177,1.8172602065,498.37,24,0.04637839209999999
NU,5,801,JUNI,VIR,NA,2.3651243838,-0.414612149,0.6888511177,1.8172602065,498.37,24,0.04637839209999999
NU,5,1201,POPU,TRE,NA,13.039099812,-1.070677997,0.9522933699,2.5253923647,576.63000001,28,0.0141719915
NU,5,1203,POPU,BAL,NA,6.2892366601,-0.824262186,0.9098952289,2.5862667262,511.56000001,21,0.0530067803
NU,5,1203,POPU,BAL,BAL,6.2892366601,-0.824262186,0.9098952289,2.5862667262,511.56000001,21,0.0530067803
NU,5,1211,POPU,BAL,GRA,13.011374288,-1.072400586,0.9566547274,2.5224978806,576.63000001,29,0.0154653983
NU,5,1301,BETU,ALL,NA,12.640974848,-1.198720275,0.9779342105,1.8767557859,420.56,22,0.0135618428
NU,5,1303,BETU,PAP,NA,10.955670137,-1.036741381,0.944493411,2.1932308869,423.37,20,0.0140699221
NU,5,1303,BETU,PAP,PAP,10.955670137,-1.036741381,0.944493411,2.1932308869,423.37,20,0.0140699221
NU,5,1401,ACER,SAH,NA,11.610136923,-0.982320028,0.9325194746,2.7294608804,509.09,24,0.0347112668
NU,5,1405,ACER,RUB,NA,5.6472118366,-0.853488314,0.9317554028,1.8757602227,362.28,18,0.0189752494
NU,5,1550,GENH,SPP,NA,22.613650576,-1.273999178,0.9814423067,1.996000608,496.33000001,23,0.0134739097
NU,15,101,PICE,MAR,NA,6.6605738633,-0.823947661,0.8750763458,2.3407788273,254.11,11,0.0813726945
NU,15,105,PICE,GLA,NA,10.36039556,-1.09694671,0.9656617226,2.5351777779,366.94,19,0.0155334289
NU,15,107,PICE,MAR,RUB,6.6605738633,-0.823947661,0.8750763458,2.3407788273,254.11,11,0.0813726945
NU,15,202,PINU,STR,NA,6.1983159179,-0.882168771,0.9485279819,2.1141992018,835.86000001,32,0.0251165413
NU,15,203,PINU,BAN,NA,4.8890507743,-0.858419283,1.0707539637,2.7120432611,132.21,6,0.2685953049
NU,15,209,PINU,RES,NA,2.3721416286,-0.588264752,0.8949274101,1.5784796454,506.80000001,23,0.028281455
NU,15,302,ABIE,BAL,NA,11.935657677,-0.953223731,0.887781587,2.4146079989,411.81,20,0.0208038304
NU,15,401,TSUG,CAN,NA,4.1475541829,-0.760460675,0.9250061602,2.0339908292,577.77,27,0.0203063259
NU,15,602,LARI,LAR,NA,11.414512364,-1.082622843,0.9956084436,2.3292385952,263.15999999,14,0.0311715176
NU,15,701,THUJ,OCC,NA,2.3651243838,-0.414612149,0.6888511177,1.8172602065,498.37,24,0.04637839209999999
NU,15,801,JUNI,VIR,NA,2.3651243838,-0.414612149,0.6888511177,1.8172602065,498.37,24,0.04637839209999999
NU,15,1201,POPU,TRE,NA,13.039099812,-1.070677997,0.9522933699,2.5253923647,576.63000001,28,0.0141719915
NU,15,1203,POPU,BAL,NA,6.2892366601,-0.824262186,0.9098952289,2.5862667262,511.56000001,21,0.0530067803
NU,15,1203,POPU,BAL,BAL,6.2892366601,-0.824262186,0.9098952289,2.5862667262,511.56000001,21,0.0530067803
NU,15,1211,POPU,BAL,GRA,13.011374288,-1.072400586,0.9566547274,2.5224978806,576.63000001,29,0.0154653983
NU,15,1301,BETU,ALL,NA,12.640974848,-1.198720275,0.9779342105,1.8767557859,420.56,22,0.0135618428
NU,15,1303,BETU,PAP,NA,10.955670137,-1.036741381,0.944493411,2.1932308869,423.37,20,0.0140699221
NU,15,1303,BETU,PAP,PAP,10.955670137,-1.036741381,0.944493411,2.1932308869,423.37,20,0.0140699221
NU,15,1401,ACER,SAH,NA,11.610136923,-0.982320028,0.9325194746,2.7294608804,509.09,24,0.0347112668
NU,15,1405,ACER,RUB,NA,5.6472118366,-0.853488314,0.9317554028,1.8757602227,362.28,18,0.0189752494
NU,15,1550,GENH,SPP,NA,22.613650576,-1.273999178,0.9814423067,1.996000608,496.33000001,23,0.0134739097
ON,5,1301,BETU,ALL,NA,15.358481042,-1.282010271,0.9839307882,2.0276234606,420.56,22,0.0065259454
ON,5,1405,ACER,RUB,NA,13.96034088,-1.217810799,0.9855659565,2.4217040419,348.11,18,0.0144117898
ON,6,100,PICE,SPP,NA,5.7540640916,-0.472189059,0.2702363141,3.2465753905,271.415,11,0.2596407592
ON,6,101,PICE,MAR,NA,7.9037266649,-0.955352538,0.9472637787,2.6102497551,375.34001409,18,0.0114361464
ON,6,103,PICE,ABI,NA,6.3414882439,-0.785658869,0.8683396358,2.6045891567,367.45,19,0.0240543736
ON,6,105,PICE,GLA,NA,5.7540640916,-0.472189059,0.2702363141,3.2465753905,271.415,11,0.2596407592
ON,6,202,PINU,STR,NA,99.99999999,-1.711652129,0.9921258524,1.7581909772,788.6449535,25,0.1161629115
ON,6,203,PINU,BAN,NA,15.675462438,-1.110486928,0.938174628,3.311317087,382.60350906,20,0.03221749119999999
ON,6,204,PINU,CON,NA,15.675462438,-1.110486928,0.938174628,3.311317087,382.60350906,20,0.03221749119999999
ON,6,204,PINU,CON,LAT,15.675462438,-1.110486928,0.938174628,3.311317087,382.60350906,20,0.03221749119999999
ON,6,209,PINU,RES,NA,11.540868122,-1.153059009,0.9966902098,5.9558057326,695.86808689,25,0.0322755646
ON,6,210,PINU,RIG,NA,11.540868122,-1.153059009,0.9966902098,5.9558057326,695.86808689,25,0.0322755646
ON,6,211,PINU,SYL,NA,11.540868122,-1.153059009,0.9966902098,5.9558057326,695.86808689,25,0.0322755646
ON,6,300,ABIE,SPP,NA,3.5505745561,-0.533381717,0.7518211479,3.0278216146,226.83175174,11,0.0624271715
ON,6,302,ABIE,BAL,NA,3.5505745561,-0.533381717,0.7518211479,3.0278216146,226.83175174,11,0.0624271715
ON,6,401,TSUG,CAN,NA,1.0741438845,-1e-8,1e-8,1.0741438594,264.8425,5,0.0439946867
ON,6,602,LARI,LAR,NA,12.729522624,-1.125307125,1.0000706542,2.4164563174,256.43999999,13,0.0373933959
ON,6,700,THUJ,SPP,NA,3.2443096546,-0.551883648,0.7786286285,2.4714088189,486.36,24,0.03889645709999999
ON,6,701,THUJ,OCC,NA,3.2443096546,-0.551883648,0.7786286285,2.4714088189,486.36,24,0.03889645709999999
ON,6,801,JUNI,VIR,NA,3.2443096546,-0.551883648,0.7786286285,2.4714088189,486.36,24,0.03889645709999999
ON,6,1200,POPU,SPP,NA,29.444867398,-1.143482454,0.9099571506,5.9485259488,570.77215184,28,0.047993199
ON,6,1201,POPU,TRE,NA,29.444867398,-1.143482454,0.9099571506,5.9485259488,570.77215184,28,0.047993199
ON,6,1203,POPU,BAL,NA,7.0418026086,-0.855956676,0.9117380143,2.6608600431,508.57000001,20,0.05378844339999999
ON,6,1203,POPU,BAL,BAL,7.0418026086,-0.855956676,0.9117380143,2.6608600431,508.57000001,20,0.05378844339999999
ON,6,1205,POPU,DEL,NA,7.0418026086,-0.855956676,0.9117380143,2.6608600431,508.57000001,20,0.05378844339999999
ON,6,1205,POPU,DEL,DEL,7.0418026086,-0.855956676,0.9117380143,2.6608600431,508.57000001,20,0.05378844339999999
ON,6,1206,POPU,GRA,NA,4.659104414,-0.324298517,1e-8,2.8560659909,138.725,3,0.2094843973
ON,6,1301,BETU,ALL,NA,15.358481042,-1.282010271,0.9839307882,2.0276234606,420.56,22,0.0065259454
ON,6,1303,BETU,PAP,NA,13.12951212,-1.034474784,0.9660638493,3.7298013289,293.75830729,14,0.0586466405
ON,6,1303,BETU,PAP,PAP,13.12951212,-1.034474784,0.9660638493,3.7298013289,293.75830729,14,0.0586466405
ON,6,1304,BETU,POP,NA,13.12951212,-1.034474784,0.9660638493,3.7298013289,293.75830729,14,0.0586466405
ON,6,1400,ACER,SPP,NA,99.99999999,-1.537065311,0.9922737243,1.2572944607,260.5525,9,0.1202587904
ON,6,1401,ACER,SAH,NA,99.99999999,-1.537065311,0.9922737243,1.2572944607,260.5525,9,0.1202587904
ON,6,1404,ACER,NEG,NA,8.209286639,-0.937604084,0.9441136339,2.1757055543,509.09,24,0.02533570359999999
ON,6,1405,ACER,RUB,NA,6.6930372325,-0.39180755,1e-8,5.5707487827,136.855,5,0.3686291917
ON,6,1406,ACER,SAC,NA,19.86492036,-1.20644595,0.9703038749,2.8420117893,503.75,25,0.02844469579999999
ON,6,1601,CARY,COR,NA,99.99999999,-2.641544913,1.0417968554,1.3081222045,178.28,6,0.0479799936
ON,6,1701,JUGL,CIN,NA,20.328490085,-1.311667349,0.9925709307,3.1274051581,480.95,22,0.01215975549999999
ON,6,1702,JUGL,NIG,NA,20.328490085,-1.311667349,0.9925709307,3.1274051581,480.95,22,0.01215975549999999
ON,6,1900,OSTR,SPP,NA,11.663158135,-0.819392265,0.7235121411,4.5179254042,175.38,8,0.2937679666
ON,6,1900,OSTR,VIR,NA,11.663158135,-0.819392265,0.7235121411,4.5179254042,175.38,8,0.2937679666
ON,6,1950,CARP,CAR,NA,11.663158135,-0.819392265,0.7235121411,4.5179254042,175.38,8,0.2937679666
ON,6,1950,CARP,SPP,NA,11.663158135,-0.819392265,0.7235121411,4.5179254042,175.38,8,0.2937679666
ON,6,2000,FAGU,GRA,NA,34.172812289,-1.477547223,0.9984824547,2.9976531766,480.95,21,0.01695080699999999
ON,6,2100,QUER,SPP,NA,2.6478579516,-0.491944147,0.7877801221,1.8010906304,359.71,18,0.03278394879999999
ON,6,2101,QUER,ALB,NA,2.6478579516,-0.491944147,0.7877801221,1.8010906304,359.71,18,0.03278394879999999
ON,6,2102,QUER,BIC,NA,2.6478579516,-0.491944147,0.7877801221,1.8010906304,359.71,18,0.03278394879999999
ON,6,2104,QUER,MAC,NA,2.6478579516,-0.491944147,0.7877801221,1.8010906304,359.71,18,0.03278394879999999
ON,6,2108,QUER,RUB,NA,2.6478579516,-0.491944147,0.7877801221,1.8010906304,359.71,18,0.03278394879999999
ON,6,2200,ULMU,SPP,NA,4.12568817,-0.490893187,0.5156569476,2.2107604437,139.18,6,0.0551486968
ON,6,2201,ULMU,AME,NA,4.12568817,-0.490893187,0.5156569476,2.2107604437,139.18,6,0.0551486968
ON,6,2600,SASS,ALB,NA,7.0418026086,-0.855956676,0.9117380143,2.6608600431,508.57000001,20,0.05378844339999999
ON,6,2700,PLAT,OCC,NA,24.629737406,-1.593992568,1.0314761473,2.4213643635,456.79,18,0.05961140029999999
ON,6,2801,PRUN,SER,NA,20.870549308,-1.350226965,1.0208768768,4.4759170227,228.67,6,0.1085053397
ON,6,2802,PRUN,PEN,NA,52.239219342,-1.756689915,1.0921295409,3.6629358105,113.01999999,6,0.04337398099999999
ON,6,2804,PRUN,VIR,NA,52.239219342,-1.756689915,1.0921295409,3.6629358105,113.01999999,6,0.04337398099999999
ON,6,2804,PRUN,VIR,VIR,52.239219342,-1.756689915,1.0921295409,3.6629358105,113.01999999,6,0.04337398099999999
ON,6,2900,GLED,TRI,NA,24.629737406,-1.593992568,1.0314761473,2.4213643635,456.79,18,0.05961140029999999
ON,6,2901,ROBI,PSE,NA,24.629737406,-1.593992568,1.0314761473,2.4213643635,456.79,18,0.05961140029999999
ON,6,3000,TILI,AME,NA,24.629737406,-1.593992568,1.0314761473,2.4213643635,456.79,18,0.05961140029999999
ON,6,3400,FRAX,SPP,NA,13.477442425,-1.173619029,0.9701650323,3.4713284014,375.4,17,0.02527414
ON,6,3401,FRAX,AME,NA,3.4259307307,-0.379029438,0.3948162446,2.0034019954,278.85,10,0.290326701
ON,6,3402,FRAX,NIG,NA,13.477442425,-1.173619029,0.9701650323,3.4713284014,375.4,17,0.02527414
ON,6,3403,FRAX,PEN,NA,13.477442425,-1.173619029,0.9701650323,3.4713284014,375.4,17,0.02527414
ON,6,3405,FRAX,PEN,SUB,13.477442425,-1.173619029,0.9701650323,3.4713284014,375.4,17,0.02527414
ON,6,3405,FRAX,PEN,NA,13.477442425,-1.173619029,0.9701650323,3.4713284014,375.4,17,0.02527414
ON,6,3500,SALI,SPP,NA,15.160360096,-1.262251044,1.0222999646,2.7713994983,119.82,6,0.061377777
ON,6,3501,SALI,NIG,NA,15.160360096,-1.262251044,1.0222999646,2.7713994983,119.82,6,0.061377777
ON,6,3960,SORB,SPP,NA,37.871316187,-1.834839185,1.0121995367,2.5834996069,134.91,6,0.011060369
ON,6,3980,CAST,DEN,NA,34.172812289,-1.477547223,0.9984824547,2.9976531766,480.95,21,0.01695080699999999
ON,6,3990,ASIM,TRI,NA,52.239219342,-1.756689915,1.0921295409,3.6629358105,113.01999999,6,0.04337398099999999
ON,7,1301,BETU,ALL,NA,7.9453376177,-1.037877952,0.9617667401,2.1231340441,406.69,20,0.0250260417
ON,7,1405,ACER,RUB,NA,13.571621833,-1.163477833,0.9701833468,2.616687328,596.11,20,0.0146264344
ON,7,1900,OSTR,SPP,NA,16.798017371,-1.211663415,0.9484331198,3.7061251305,191.56,6,0.0925277891
ON,7,1900,OSTR,VIR,NA,16.798017371,-1.211663415,0.9484331198,3.7061251305,191.56,6,0.0925277891
ON,7,1950,CARP,CAR,NA,16.798017371,-1.211663415,0.9484331198,3.7061251305,191.56,6,0.0925277891
ON,7,1950,CARP,SPP,NA,16.798017371,-1.211663415,0.9484331198,3.7061251305,191.56,6,0.0925277891
ON,7,3930,MALU,COR,NA,37.871316187,-1.834839185,1.0121995367,2.5834996069,134.91,6,0.011060369
ON,7,3930,MALU,FUS,NA,37.871316187,-1.834839185,1.0121995367,2.5834996069,134.91,6,0.011060369
